repeat_flag predicted,repeat_flag_probability,repeat_flag,category,company,brand,l_offer,quantity,offervalue,agg_qty,agg_amt,l_alias_gender,age,state,__of_subscriber,avg___daily_calls_received
0,0.64,0,_3203,_106414464,_13474,_1197502,1,0.75,5,12.44,M,36-45,AR,510254,15764
0,0.364,0,_3203,_106414464,_13474,_1197502,1,0.75,1,1.29,M,16-25,KS,532275,15981
0,0.542,0,_2202,_104460040,_3718,_1208251,1,2,22,36.91,M,36-45,WI,440817,15070
0,0.219,0,_2119,_108079383,_6926,_1208329,1,1,6,16.94,M,26-35,TX,531283,15063
1,0.832,1,_6202,_1087744888,_64486,_1208501,1,1.5,20,61.37,F,26-35,ID,560017,15184
1,0.798,1,_2119,_108079383,_6926,_1208329,1,1,1,4.99,F,26-35,NJ,494996,14742
0,0.614,0,_2119,_108079383,_6926,_1208329,1,1,2,14.48,F,36-45,NY,499807,15418
1,0.994,1,_6202,_1087744888,_64486,_1208501,1,1.5,1,4.99,F,26-35,SC,488453,14928
1,0.716,1,_9909,_107127979,_6732,_1194044,1,1,1,11.24,F,26-35,WA,537174,16005
0,0.4,0,_5558,_107120272,_5072,_1198272,1,1.5,8,10.85,M,16-25,OH,551256,16599
1,0.459,0,_2119,_108079383,_6926,_1208329,1,1,4,8.76,M,36-45,VA,498980,14567
0,0.215,0,_3203,_106414464,_13474,_1197502,1,0.75,1,2.99,M,26-35,AZ,519723,15140
0,0.199,0,_3203,_106414464,_13474,_1197502,1,0.75,1,1.79,F,16-25,ME,501902,15260
0,0.159,0,_3203,_106414464,_13474,_1197502,1,0.75,7,42.18,F,26-35,IN,497780,14676
0,0.374,0,_3203,_106414464,_13474,_1197502,1,0.75,4,22.5,M,36-45,TX,530746,15736
0,0.329,0,_3203,_106414464,_13474,_1197502,1,0.75,2,2,M,16-25,OK,540083,14979
1,0.934,1,_9909,_107127979,_6732,_1194044,1,1,6,17.94,F,26-35,OK,479346,15639
1,0.914,1,_3203,_106414464,_13474,_1197502,1,0.75,28,627.22,M,36-45,AZ,507350,15879
0,0.043,0,_5558,_107120272,_5072,_1198274,1,1.5,1,-1,F,36-45,AZ,509720,15532
0,0.58,0,_4401,_105100050,_13791,_1199258,1,2,45,153.3,M,36-45,AZ,507350,15879
0,0.985,1,_2202,_104460040,_3718,_1208251,1,2,7,22.93,M,16-25,IA,520152,15922
1,0.729,1,_9909,_1089520383,_28840,_1203052,1,1,2,18.88,F,36-45,SC,491276,14897
1,0.821,1,_9909,_1089520383,_28840,_1203052,1,1,14,16.62,F,26-35,AR,525370,15570
0,0.42,0,_2202,_104460040,_3718,_1208251,1,2,1,4.99,F,16-25,OH,518817,14364
0,0.18,0,_3203,_106414464,_13474,_1197502,1,0.75,3,5,M,36-45,WA,572208,15547
0,0.875,1,_3203,_106414464,_13474,_1197502,1,0.75,1,2.19,M,36-45,NE,520383,15423
0,0.354,0,_3203,_106414464,_13474,_1197502,1,0.75,1,2.59,M,16-25,AL,454471,15438
0,0.298,0,_2202,_104460040,_3718,_1208251,1,2,1,1.5,M,36-45,AZ,507350,15879
1,0.399,0,_2119,_108079383,_6926,_1208329,1,1,14,48.59,M,16-25,ID,494103,15303
1,0.473,0,_2119,_108079383,_6926,_1208329,1,1,7,17.2,F,36-45,NJ,516518,15743
0,0.042,0,_4401,_105100050,_13791,_1199258,1,2,1,1.5,M,36-45,WI,440817,15070
0,0.138,0,_3203,_106414464,_13474,_1197502,1,0.75,52,199.59,F,26-35,OH,448450,14649
0,0.846,1,_1703,_104460040,_7668,_1200579,1,1.5,18,29.53,M,26-35,AR,530914,15854
0,0.952,1,_5558,_107120272,_5072,_1198271,1,1.5,2,6.98,F,26-35,UT,498601,15191
0,0.347,0,_3203,_106414464,_13474,_1197502,1,0.75,2,5.98,F,26-35,IA,539430,15849
0,0.618,0,_3203,_106414464,_13474,_1197502,1,0.75,7,8.33,F,36-45,KY,519732,15125
0,0.425,0,_3203,_106414464,_13474,_1197502,1,0.75,3,7.48,M,36-45,NE,520383,15423
0,0.285,0,_2119,_108079383,_6926,_1208329,1,1,2,11.98,M,16-25,TX,510604,14309
0,0.326,0,_3203,_106414464,_13474,_1197502,1,0.75,2,4.29,M,36-45,KS,529882,15734
0,0.283,0,_4401,_105100050,_13791,_1199256,1,2,7,19.55,M,16-25,KY,497023,15658
0,0.348,0,_3203,_106414464,_13474,_1197502,1,0.75,17,72.93,F,16-25,MN,507503,15737
1,0.935,1,_2119,_108079383,_6926,_1208329,1,1,3,19.97,F,16-25,VA,544947,15270
0,0.274,0,_3509,_103320030,_875,_1200988,1,2,1,3,F,16-25,WA,538145,16814
0,0.13,0,_2202,_104460040,_3718,_1208251,1,2,1,5.19,F,36-45,OH,510720,15057
0,0.304,0,_3203,_106414464,_13474,_1197502,1,0.75,6,22.96,F,36-45,MN,497340,15241
0,0,0,_3203,_106414464,_13474,_1197502,1,0.75,1,4.49,M,36-45,KY,534341,15405
0,0.394,0,_3203,_106414464,_13474,_1197502,1,0.75,27,81.53,M,36-45,FL,510934,15913
0,0.587,0,_1703,_104460040,_7668,_1200578,1,1.5,3,11.32,F,36-45,LA,508940,15789
0,0.041,0,_1726,_104460040,_7668,_1200581,1,1.25,1,2.49,M,26-35,CO,505508,15369
0,0.154,0,_9909,_1089520383,_28840,_1203052,1,1,1,3.99,M,16-25,TX,510604,14309
0,0.406,0,_4401,_105100050,_13791,_1199258,1,2,1,3.19,M,36-45,CO,529257,14882
0,0.896,1,_3203,_106414464,_13474,_1197502,1,0.75,3,21.27,M,16-25,CT,580695,15533
1,0.635,0,_9909,_107127979,_6732,_1194044,1,1,10,225,M,26-35,OH,521816,15368
1,0.114,0,_2202,_104460040,_3718,_1208251,1,2,3,4.96,M,16-25,SC,509517,15915
0,0.739,1,_3203,_106414464,_13474,_1197502,1,0.75,45,78.85,F,16-25,AL,511383,15309
0,0.176,0,_1726,_104460040,_7668,_1200582,1,1.25,1,2.39,F,36-45,KS,495115,15297
0,0.416,0,_3203,_106414464,_13474,_1197502,1,0.75,2,28.94,F,16-25,IA,500178,14115
0,0.412,0,_5558,_107120272,_5072,_1198274,1,1.5,2,31.38,F,16-25,KS,516618,15495
0,0.877,1,_3203,_106414464,_13474,_1197502,1,0.75,1,5,F,16-25,IN,519355,16206
0,0.946,1,_2202,_104460040,_3718,_1208251,1,2,2,-1,M,26-35,CO,505508,15369
1,0.858,1,_9909,_107127979,_6732,_1194044,1,1,1,4.49,M,26-35,MD,528964,14927
0,0.049,0,_3203,_106414464,_13474,_1197502,1,0.75,3,9.79,F,16-25,KS,516618,15495
1,0.744,1,_2119,_108079383,_6926,_1208329,1,1,3,8.47,M,16-25,UT,560327,16434
0,0.228,0,_3203,_106414464,_13474,_1197502,1,0.75,8,21.87,M,26-35,LA,497364,15735
0,0.019,0,_1726,_104460040,_7668,_1200581,1,1.25,3,6,F,16-25,SC,550478,16754
0,0.396,0,_5616,_104610040,_15889,_1204576,1,1,22,90.98,M,16-25,CA,532044,16657
0,0.286,0,_5619,_107717272,_102504,_1204822,1,1.5,7,10.47,F,16-25,IL,481150,15586
0,0.895,1,_6202,_1087744888,_64486,_1208501,1,1.5,32,87.1,M,36-45,FL,510934,15913
1,0.789,1,_9909,_107127979,_6732,_1194044,1,1,1,0.79,M,36-45,NE,520383,15423
0,0.222,0,_2119,_108079383,_6926,_1208329,1,1,3,7.57,M,16-25,PA,481293,14985
0,0.239,0,_3203,_106414464,_13474,_1197502,1,0.75,8,99.88,F,26-35,CT,560457,16588
0,0.952,1,_5558,_107120272,_5072,_1198272,1,1.5,1,2.99,M,26-35,IN,497420,15208
0,0.36,0,_3203,_106414464,_13474,_1197502,1,0.75,4,16.16,M,36-45,IL,541391,15162
0,0.11,0,_2119,_108079383,_6926,_1208329,1,1,1,-0.3,M,36-45,AZ,507350,15879
0,0.612,0,_3203,_106414464,_13474,_1197502,1,0.75,4,7.16,F,36-45,NE,510932,15204
1,0.291,0,_6202,_1087744888,_64486,_1208501,1,1.5,2,21.98,F,26-35,ID,560017,15184
0,0.913,1,_3203,_106414464,_13474,_1197502,1,0.75,3,7.77,F,36-45,CT,534609,16378
0,0.096,0,_3203,_106414464,_13474,_1197502,1,0.75,2,4.87,F,26-35,SC,488453,14928
0,0.153,0,_6202,_1087744888,_64486,_1208501,1,1.5,4,17.96,F,16-25,IA,500178,14115
0,0.175,0,_3203,_106414464,_13474,_1197502,1,0.75,1,2.39,F,36-45,IL,518627,15672
0,0.469,0,_3203,_106414464,_13474,_1197502,1,0.75,1,2.99,M,16-25,MN,524667,14795
0,0.937,1,_2119,_108079383,_6926,_1208329,1,1,4,9.56,F,26-35,KY,518269,15011
0,0.262,0,_3203,_106414464,_13474,_1197502,1,0.75,2,4,F,36-45,MI,550245,15990
0,0.324,0,_3203,_106414464,_13474,_1197502,1,0.75,1,1.99,M,26-35,AZ,519723,15140
0,0.568,0,_2119,_108079383,_6926,_1208329,1,1,1,3.69,F,26-35,IN,497780,14676
0,0.387,0,_4401,_105100050,_13791,_1199256,1,2,2,6,M,16-25,KS,532275,15981
0,0.01,0,_3203,_106414464,_13474,_1197502,1,0.75,6,5.94,F,36-45,MI,550245,15990
0,0.455,0,_5619,_107717272,_102504,_1204822,1,1.5,2,3.98,F,16-25,IA,500178,14115
0,0.57,0,_3203,_106414464,_13474,_1197502,1,0.75,2,5.48,M,16-25,NY,520751,15341
0,0.449,0,_6202,_1087744888,_64486,_1208503,1,1.5,1,1.79,M,36-45,MI,563625,14973
0,0.301,0,_2202,_104460040,_3718,_1208251,1,2,1,3.79,M,16-25,NY,520751,15341
1,0.036,0,_2119,_108079383,_6926,_1208329,1,1,7,20.63,F,16-25,UT,502082,15541
0,0.339,0,_3203,_106414464,_13474,_1197502,1,0.75,3,9.97,M,36-45,KS,529882,15734
0,0.697,1,_4401,_105100050,_13791,_1199256,1,2,4,21.56,M,16-25,SC,509517,15915
0,0.253,0,_3203,_106414464,_13474,_1197502,1,0.75,2,1.76,F,36-45,IL,518627,15672
1,0.994,1,_2119,_108079383,_6926,_1208329,1,1,3,15.97,M,16-25,WA,470797,15072
0,0.529,0,_1703,_104460040,_7668,_1200579,1,1.5,1,6.65,M,26-35,ME,548854,15834
0,0.833,1,_3203,_106414464,_13474,_1197502,1,0.75,1,0.99,M,16-25,NY,520751,15341
0,0.155,0,_4401,_105100050,_13791,_1199258,1,2,26,260.03,F,26-35,WI,478508,15774
0,0.44,0,_5558,_107120272,_5072,_1198273,1,1.5,3,6.87,F,36-45,OH,564409,15996
0,0.846,1,_6202,_1087744888,_64486,_1208503,1,1.5,2,3.58,F,16-25,NJ,534222,15897
0,0.637,0,_5558,_107120272,_5072,_1198272,1,1.5,1,-4.83,F,26-35,ID,560017,15184
0,0.599,0,_2202,_104460040,_3718,_1208251,1,2,24,64.53,M,16-25,LA,504807,15249
0,0.864,1,_2202,_104460040,_3718,_1208251,1,2,8,22.28,M,26-35,MI,519430,15405
0,0.37,0,_3203,_106414464,_13474,_1197502,1,0.75,1,17.4,F,36-45,WA,505717,14929
1,0.162,0,_9909,_1089520383,_28840,_1203052,1,1,2,5.58,F,36-45,NE,510932,15204
0,0.676,1,_2202,_104460040,_3718,_1208251,1,2,9,19.44,F,26-35,CO,518335,15966
0,0.674,1,_3203,_106414464,_13474,_1197502,1,0.75,2,4.38,M,26-35,AL,510045,14703
0,0.581,0,_3203,_106414464,_13474,_1197502,1,0.75,2,12.98,F,26-35,NC,511812,15444
0,0.653,0,_3203,_106414464,_13474,_1197502,1,0.75,3,9.48,F,36-45,ME,514108,14869
0,0.346,0,_1726,_104460040,_7668,_1200581,1,1.25,5,14.65,M,16-25,AL,454471,15438
0,0.634,0,_3203,_106414464,_13474,_1197502,1,0.75,3,200,F,16-25,NJ,534222,15897
1,0.904,1,_2202,_104460040,_3718,_1208252,1,3,6,70.14,F,16-25,AL,511383,15309
0,0.019,0,_5558,_107120272,_5072,_1198275,1,1.5,3,10.21,M,16-25,NJ,539924,16809
0,0.16,0,_4401,_105100050,_13791,_1199258,1,2,2,8.59,F,36-45,TX,589439,15915
0,0.73,1,_9909,_1089520383,_28840,_1203052,1,1,4,8.48,F,36-45,MD,551330,15613
0,0.587,0,_4401,_105100050,_13791,_1199256,1,2,3,17.97,F,36-45,OK,512188,16047
0,0.53,0,_3203,_106414464,_13474,_1197502,1,0.75,24,46.45,M,36-45,MD,499632,15153
0,0.467,0,_2119,_108079383,_6926,_1208329,1,1,2,3.26,F,36-45,WA,505717,14929
0,0.323,0,_3203,_106414464,_13474,_1197502,1,0.75,1,1.79,F,16-25,VA,544947,15270
1,0.604,0,_2119,_108079383,_6926,_1208329,1,1,13,34.91,M,16-25,IL,506578,15371
0,0.212,0,_5558,_107120272,_5072,_1198275,1,1.5,21,47.38,M,26-35,IN,497420,15208
0,0.205,0,_4401,_105100050,_13791,_1199258,1,2,1,9.99,M,26-35,SC,538325,16451
0,0.004,0,_5619,_107717272,_102504,_1204821,1,1.5,3,22.18,F,36-45,CT,534609,16378
1,0.277,0,_2119,_108079383,_6926,_1208329,1,1,2,6.28,M,36-45,CO,529257,14882
0,0.747,1,_3203,_106414464,_13474,_1197502,1,0.75,15,60.25,M,36-45,OH,519352,15604
1,0.699,1,_9909,_1089520383,_28840,_1203052,1,1,1,3.67,M,16-25,ME,526421,15350
0,0.266,0,_4401,_105100050,_13791,_1199258,1,2,4,29.7,F,26-35,IA,539430,15849
0,0.81,1,_2119,_108079383,_6926,_1208329,1,1,14,36.94,M,26-35,FL,516096,15861
0,0.53,0,_5558,_107120272,_5072,_1198275,1,1.5,11,26.37,F,16-25,CA,501278,15143
0,0.199,0,_1726,_104460040,_7668,_1200582,1,1.25,1,3.49,F,16-25,TX,548315,16465
0,0.841,1,_3203,_106414464,_13474,_1197502,1,0.75,1,2.99,M,26-35,MI,519430,15405
0,0.454,0,_4401,_105100050,_13791,_1199258,1,2,8,9.35,F,26-35,WI,478508,15774
0,0.204,0,_3203,_106414464,_13474,_1197502,1,0.75,5,12.2,F,26-35,IN,497780,14676
0,0.348,0,_4401,_105100050,_13791,_1199256,1,2,1,0.49,F,36-45,ID,459322,15012
0,0.586,0,_6202,_1087744888,_64486,_1208501,1,1.5,9,77.06,F,16-25,MD,555236,15203
1,0.362,0,_9909,_107127979,_6732,_1194044,1,1,11,116.89,F,36-45,WA,505717,14929
0,0.02,0,_3203,_106414464,_13474,_1197502,1,0.75,1,2.49,F,26-35,AZ,525634,14637
0,0.112,0,_2202,_104460040,_3718,_1208251,1,2,4,29.96,M,16-25,LA,504807,15249
0,0.497,0,_3203,_106414464,_13474,_1197502,1,0.75,3,6.57,M,26-35,LA,497364,15735
0,0.606,0,_3203,_106414464,_13474,_1197502,1,0.75,3,35.57,M,16-25,UT,560327,16434
1,0.673,1,_2119,_108079383,_6926,_1208329,1,1,1,0.7,F,16-25,VA,544947,15270
0,0.668,1,_3203,_106414464,_13474,_1197502,1,0.75,1,5.99,M,16-25,AR,514366,14703
0,0.387,0,_5558,_107120272,_5072,_1198275,1,1.5,1,2.39,M,16-25,NC,577492,15882
0,0.36,0,_2202,_104460040,_3718,_1208251,1,2,1,0.79,M,26-35,KS,545700,14276
0,0.585,0,_6202,_1087744888,_64486,_1208503,1,1.5,2,13.98,M,36-45,ID,507998,15950
0,0.344,0,_3203,_106414464,_13474,_1197502,1,0.75,7,45.14,M,16-25,SC,509517,15915
0,0.65,0,_4401,_105100050,_13791,_1199258,1,2,1,5.15,F,26-35,IL,609844,16586
0,0.7,1,_1726,_104460040,_7668,_1200581,1,1.25,14,14.63,F,36-45,WA,505717,14929
1,0.249,0,_2119,_108079383,_6926,_1208329,1,1,10,46.06,M,16-25,WI,551962,16070
0,0.066,0,_5558,_107120272,_5072,_1198272,1,1.5,1,-0.36,M,16-25,MI,499035,15792
1,0.82,1,_9909,_107127979,_6732,_1194044,1,1,1,3.69,M,36-45,WA,572208,15547
0,0.376,0,_5616,_104610040,_15889,_1204576,1,1,2,-0.1,M,26-35,IN,497420,15208
0,0.232,0,_9909,_1089520383,_28840,_1203052,1,1,6,12,M,26-35,MI,519430,15405
0,0.023,0,_3203,_106414464,_13474,_1197502,1,0.75,4,7.86,F,36-45,IN,490977,14698
1,0.745,1,_3203,_106414464,_13474,_1197502,1,0.75,37,354.83,M,16-25,AR,514366,14703
0,0.877,1,_3203,_106414464,_13474,_1197502,1,0.75,2,4.98,F,16-25,LA,490101,14941
0,0.067,0,_2202,_104460040,_3718,_1208251,1,2,38,77.39,F,26-35,OK,479346,15639
0,0.238,0,_1726,_104460040,_7668,_1200582,1,1.25,3,9.47,F,36-45,NJ,516518,15743
0,0.579,0,_2202,_104460040,_3718,_1208251,1,2,1,1,M,26-35,LA,497364,15735
0,0.05,0,_1726,_104460040,_7668,_1200581,1,1.25,1,3.59,F,36-45,LA,508940,15789
0,0.579,0,_3203,_106414464,_13474,_1197502,1,0.75,1,17.99,F,16-25,CO,544042,15598
0,0.168,0,_3203,_106414464,_13474,_1197502,1,0.75,2,10.48,F,26-35,VA,430057,13973
0,0.266,0,_5558,_107120272,_5072,_1198272,1,1.5,29,215.24,M,16-25,AZ,506689,15250
0,0.384,0,_1726,_104460040,_7668,_1200582,1,1.25,5,14.95,M,26-35,SC,538325,16451
0,0.987,1,_2119,_108079383,_6926,_1208329,1,1,1,1.39,F,36-45,PA,540030,15788
0,0.365,0,_6202,_1087744888,_64486,_1208501,1,1.5,4,61.79,F,26-35,WA,537174,16005
0,0.24,0,_5558,_107120272,_5072,_1198271,1,1.5,45,147.35,F,36-45,AL,469383,14668
0,0.907,1,_2202,_104460040,_3718,_1208251,1,2,3,10.97,F,16-25,NY,499716,14844
0,0.58,0,_5558,_107120272,_5072,_1198272,1,1.5,1,0.99,M,16-25,AZ,506689,15250
1,0.798,1,_2119,_108079383,_6926,_1208329,1,1,1,2.49,F,16-25,ID,562848,16059
0,0.556,0,_3203,_106414464,_13474,_1197502,1,0.75,1,3.29,M,16-25,NY,520751,15341
0,0.598,0,_3203,_106414464,_13474,_1197502,1,0.75,1,2.99,F,36-45,NJ,516518,15743
0,0.477,0,_5616,_104610040,_15889,_1204576,1,1,7,27.93,F,26-35,OH,522377,15629
0,0.681,1,_3203,_106414464,_13474,_1197502,1,0.75,1,1.99,F,16-25,WI,526724,15751
0,0.838,1,_3203,_106414464,_13474,_1197502,1,0.75,20,193.59,M,36-45,IL,541391,15162
0,0.515,0,_3203,_106414464,_13474,_1197502,1,0.75,1,0.89,M,16-25,MD,531718,14784
0,0.601,0,_2202,_104460040,_3718,_1208251,1,2,49,121.61,F,36-45,MD,551330,15613
0,0.932,1,_1726,_104460040,_7668,_1200582,1,1.25,1,5.29,M,36-45,FL,510934,15913
0,0.398,0,_3203,_106414464,_13474,_1197502,1,0.75,1,2.99,F,16-25,IA,500178,14115
0,0.436,0,_3203,_106414464,_13474,_1197502,1,0.75,7,18.33,F,16-25,AZ,563720,16276
0,0.295,0,_1703,_104460040,_7668,_1200579,1,1.5,1,1.89,M,26-35,UT,527960,15623
0,0.182,0,_2202,_104460040,_3718,_1208251,1,2,1,2.49,F,16-25,AL,511383,15309
0,0.609,0,_3203,_106414464,_13474,_1197502,1,0.75,4,-4.48,M,16-25,MN,524667,14795
0,0.454,0,_1726,_104460040,_7668,_1200581,1,1.25,2,6.98,M,26-35,TX,531283,15063
0,0.532,0,_3509,_103320030,_875,_1200988,1,2,1,2.29,F,16-25,ID,562848,16059
0,0.35,0,_5619,_107717272,_102504,_1204821,1,1.5,4,10.96,F,26-35,PA,548282,15546
0,0.447,0,_3203,_106414464,_13474,_1197502,1,0.75,12,37.08,F,36-45,MD,551330,15613
1,0.656,0,_9909,_107127979,_6732,_1194044,1,1,5,28.41,M,16-25,FL,570370,16291
0,0.619,0,_4401,_105100050,_13791,_1199256,1,2,1,2.49,F,26-35,IN,497780,14676
0,0.493,0,_5619,_107717272,_102504,_1204821,1,1.5,23,89.67,F,36-45,MN,497340,15241
0,0.378,0,_5558,_107120272,_5072,_1198274,1,1.5,32,54.32,F,26-35,OH,448450,14649
0,0.68,1,_2202,_104460040,_3718,_1208251,1,2,48,86.01,F,26-35,OH,448450,14649
0,0.132,0,_3203,_106414464,_13474,_1197502,1,0.75,1,7.79,F,36-45,ID,459322,15012
0,0.276,0,_3203,_106414464,_13474,_1197502,1,0.75,2,3.18,F,36-45,AZ,509720,15532
0,0.589,0,_5558,_107120272,_5072,_1198272,1,1.5,9,58.8,M,36-45,UT,504584,15471
0,0.324,0,_5616,_104610040,_15889,_1204576,1,1,5,6.37,M,26-35,MI,519430,15405
0,0.24,0,_3203,_106414464,_13474,_1197502,1,0.75,2,5.98,F,36-45,AR,485421,15578
0,0.642,0,_5616,_104610040,_15889,_1204576,1,1,1,5.59,M,36-45,KY,534341,15405
0,0.696,1,_3203,_106414464,_13474,_1197502,1,0.75,4,12.23,M,26-35,OH,521816,15368
0,0.164,0,_4401,_105100050,_13791,_1199256,1,2,1,3.99,F,26-35,WA,537174,16005
0,0.915,1,_3203,_106414464,_13474,_1197502,1,0.75,5,22.41,F,36-45,ME,514108,14869
0,0.112,0,_2202,_104460040,_3718,_1208251,1,2,22,76.02,M,26-35,VA,584019,16037
1,0.389,0,_2119,_108079383,_6926,_1208329,1,1,1,4.39,F,36-45,SC,491276,14897
1,0.193,0,_9909,_1089520383,_28840,_1203052,1,1,1,3.19,M,26-35,NJ,511539,15938
0,0.067,0,_1726,_104460040,_7668,_1200581,1,1.25,1,1.99,F,16-25,MD,555236,15203
0,0.538,0,_3203,_106414464,_13474,_1197502,1,0.75,7,25.13,F,36-45,OH,564409,15996
0,0.63,0,_4401,_105100050,_13791,_1199256,1,2,3,12.07,F,16-25,SC,550478,16754
0,0,0,_1703,_104460040,_7668,_1200579,1,1.5,5,54.15,M,16-25,MI,499035,15792
0,0.387,0,_3203,_106414464,_13474,_1197502,1,0.75,1,3.99,F,16-25,PA,462612,14844
0,0.206,0,_5558,_107120272,_5072,_1198275,1,1.5,2,7.58,M,36-45,FL,510934,15913
1,0.707,1,_2119,_108079383,_6926,_1208329,1,1,1,2.83,F,26-35,CO,518335,15966
0,0.61,0,_3203,_106414464,_13474,_1197502,1,0.75,1,7.99,F,16-25,UT,502082,15541
0,0.6,0,_3203,_106414464,_13474,_1197502,1,0.75,11,12.47,F,26-35,NE,603645,16364
0,0.151,0,_4401,_105100050,_13791,_1199258,1,2,1,4.49,F,16-25,AR,504640,16099
0,0.397,0,_3203,_106414464,_13474,_1197502,1,0.75,3,27.48,F,16-25,CT,532804,15982
1,0.747,1,_2119,_108079383,_6926,_1208329,1,1,1,3.69,F,26-35,ME,532723,14606
0,0.271,0,_2202,_104460040,_3718,_1208251,1,2,6,95.64,F,36-45,OH,510720,15057
0,0.48,0,_2202,_104460040,_3718,_1208251,1,2,1,6.99,M,26-35,OH,521816,15368
0,0.186,0,_3203,_106414464,_13474,_1197502,1,0.75,1,7.49,F,36-45,MN,497340,15241
0,0.21,0,_2119,_108079383,_6926,_1208329,1,1,3,11.97,F,36-45,MI,550245,15990
0,0.596,0,_1726,_104460040,_7668,_1200581,1,1.25,5,47.26,M,36-45,FL,510934,15913
0,0.27,0,_4401,_105100050,_13791,_1199256,1,2,1,2.69,M,36-45,ID,507998,15950
0,0.309,0,_3203,_106414464,_13474,_1197502,1,0.75,47,125.64,M,36-45,NE,520383,15423
0,0.314,0,_2119,_108079383,_6926,_1208329,1,1,1,1.5,M,36-45,IA,540908,15598
0,0.073,0,_3203,_106414464,_13474,_1197502,1,0.75,7,7,F,26-35,OK,479346,15639
0,0.991,1,_3203,_106414464,_13474,_1197502,1,0.75,3,7.99,F,26-35,IL,609844,16586
0,0.318,0,_6202,_1087744888,_64486,_1208501,1,1.5,8,29.64,F,26-35,NE,603645,16364
0,0.207,0,_2202,_104460040,_3718,_1208251,1,2,3,6.5,F,16-25,WA,538145,16814
0,0.233,0,_2202,_104460040,_3718,_1208251,1,2,9,17.91,M,26-35,PA,466593,14985
0,0.93,1,_6202,_1087744888,_64486,_1208503,1,1.5,10,31.9,M,26-35,MN,485588,15004
0,0.204,0,_6202,_1087744888,_64486,_1208501,1,1.5,8,6.14,F,26-35,MD,507069,15625
0,0.589,0,_3203,_106414464,_13474,_1197502,1,0.75,3,7.5,M,16-25,MN,524667,14795
0,0.868,1,_3203,_106414464,_13474,_1197502,1,0.75,5,19.87,M,26-35,WA,517404,15870
0,0.153,0,_5558,_107120272,_5072,_1198275,1,1.5,1,1.29,F,26-35,MN,520502,14704
0,0.512,0,_3203,_106414464,_13474,_1197502,1,0.75,1,2.89,M,16-25,WI,551962,16070
0,0.185,0,_3203,_106414464,_13474,_1197502,1,0.75,37,111.17,M,16-25,OH,467822,15031
0,0.582,0,_4401,_105100050,_13791,_1199256,1,2,1,6.89,F,36-45,AR,485421,15578
0,0.784,1,_3203,_106414464,_13474,_1197502,1,0.75,3,12.48,M,26-35,OH,521816,15368
1,0.717,1,_2119,_108079383,_6926,_1208329,1,1,4,14.07,F,36-45,ID,459322,15012
0,0.352,0,_3203,_106414464,_13474,_1197502,1,0.75,7,9.15,M,16-25,AL,454471,15438
0,0.822,1,_2119,_108079383,_6926,_1208329,1,1,1,9.95,M,36-45,FL,510934,15913
0,0.084,0,_1726,_104460040,_7668,_1200581,1,1.25,4,11.16,F,36-45,NJ,516518,15743
0,0.289,0,_5616,_104610040,_15889,_1204576,1,1,6,34.72,M,36-45,AR,510254,15764
1,0.909,1,_2119,_108079383,_6926,_1208329,1,1,1,15,M,16-25,ME,526421,15350
