"agg_qty","l_id","l_chain","l_category","l_company","l_brand","agg_amt","freq"
"1","71806613","15","901","104400040","12885","2.9900000000000002","1"
"1","71806613","15","302","1074759979","7168","6.6500000000000004","1"
"13","71806613","15","418","103400030","8247","36.689999999999998","10"
"1","71881849","18","7312","107430070","19436","5.9900000000000002","1"
"3","71933039","4","5616","102100020","9886","7.9800000000000004","3"
"2","71976236","15","3101","104010040","27443","13.379999999999999","2"
"1","71976236","15","2509","107989373","12908","3.1899999999999999","1"
"2","71976236","15","4107","102230020","2929","15.57","2"
"10","71976236","15","9131","1072105979","3007","104.77","10"
"2","72251692","15","911","103010030","9530","6","1"
"1","72353384","4","2632","103700030","13481","7.4900000000000002","1"
"2","72473953","18","3008","102113020","15704","5.3799999999999999","1"
"2","72473953","18","3629","101200010","23360","7.3600000000000003","2"
"9","72473953","18","8201","102113020","16397","58.799999999999997","4"
"4","72475898","15","2301","107680878","1393","4.2999999999999998","3"
"3","72587201","15","5607","102113020","10786","-7.5","2"
"10","72587201","15","6408","108735686","3721","120.60000000000001","8"
"49","86246","205","907","107763373","17614","121.61","45"
"3","86246","205","601","107092070","17882","7.0700000000000003","3"
"3","72600846","15","5831","104222242","26234","19.969999999999999","3"
"2","86246","205","1905","1087627484","24123","2","2"
"1","72670685","17","2301","102113020","30626","1.5900000000000001","1"
"10","86246","205","6408","108500080","1387","102.40000000000001","10"
"1","72870265","18","3618","101200010","23361","2.5","1"
"11","86246","205","2620","104116545","16879","19.07","11"
"1","72878052","15","9707","102113020","15704","3.3900000000000001","1"
"5","72906560","15","2301","107989373","5537","6.3699999999999992","5"
"16","72906560","15","913","102113020","15704","13.590000000000002","13"
"5","72906560","15","1504","102113020","15704","12.440000000000001","4"
"5","86246","205","5123","101380010","27474","54.149999999999999","5"
"79","72965766","15","6401","101820010","2510","1510.5400000000004","79"
"1","86246","205","3204","1067289060","1653","7.5899999999999999","1"
"1","72965766","15","2106","102113020","15704","2","1"
"3","86246","205","6311","104850040","5072","11.370000000000001","2"
"1","73218933","17","2628","107989373","2368","4.9900000000000002","1"
"1","73222886","18","3601","104900040","3809","2.5","1"
"6","73238650","17","9904","103338333","33170","22.940000000000001","6"
"2","73238650","17","6305","102500020","11749","5.4399999999999995","2"
"5","73269543","20","9518","1061029060","7848","18.149999999999999","4"
"2","73269543","20","7405","104740040","7196","65.980000000000004","2"
"2","72473953","18","2609","104200040","5016","7.9800000000000004","2"
"1","72587201","15","501","1088491282","8459","2.5","1"
"2","72587201","15","901","102750020","837","3.1900000000000004","2"
"8","72587201","15","4105","102700020","8612","9.3499999999999996","5"
"27","86246","205","3305","102840020","18584","107.73000000000002","24"
"29","72600846","15","811","104112949","3635","69.400000000000006","16"
"45","86246","205","5620","107592575","4368","147.34999999999999","30"
"4","72600846","15","4108","102113020","15704","3.5600000000000001","1"
"4","86246","205","702","102550020","6550","27.859999999999999","4"
"29","86246","205","3612","104113040","17690","34.810000000000002","19"
"45","86246","205","5710","1089470080","21065","78.849999999999994","16"
"1","72670685","17","1854","104159848","19708","2.9900000000000002","1"
"1","86246","205","8115","107025777","16060","0.68999999999999995","1"
"18","86246","205","3202","104130343","38922","77.320000000000007","18"
"2","72906560","15","5560","104154848","5603","11.48","2"
"7","86246","205","817","102400020","4704","11.130000000000001","5"
"10","72943196","4","5828","107790070","9200","46.900000000000006","10"
"2","72943196","4","2620","102113020","15704","7.5800000000000001","2"
"5","86246","205","9753","1023030525","0","12.199999999999999","5"
"4","86246","205","6503","104130343","38922","10.16","3"
"23","86246","205","4509","104113040","28168","162.77000000000001","13"
"13","73121994","4","6320","102113020","10786","44.870000000000005","12"
"10","73222886","18","6409","108981989","1677","49.980000000000004","7"
"2","73238650","17","2207","104460040","3718","14.98","2"
"1","86246","205","814","104600040","13023","2.3900000000000001","1"
"4","73269543","20","501","102190828","3073","12.359999999999999","4"
"2","73269543","20","7316","1030800434","32363","34.149999999999999","2"
"7","73327812","88","6409","103125939","20202","42.18","7"
"4","71806613","15","2622","102113020","15704","11.960000000000001","4"
"2","71881849","18","5126","101380010","27474","6.9800000000000004","2"
"4","71933039","4","3101","1060502161","12114","14.470000000000001","1"
"2","71976236","15","9609","1051349656","88199","-1.1000000000000001","2"
"15","71976236","15","5126","101380010","27474","42.100000000000001","9"
"2","72473953","18","3626","101200010","16391","13.98","2"
"14","73486214","95","918","1069499060","10775","35.930000000000007","11"
"16","73507112","88","6305","102500020","16489","67.359999999999999","16"
"2","72587201","15","6409","102113020","6349","23.98","2"
"1","72600846","15","1721","103160030","5779","4.29","1"
"1","72600846","15","7212","107502070","16897","29.989999999999998","1"
"7","71806613","15","5836","105050050","6170","9.1500000000000004","4"
"1","71806613","15","805","102113020","15704","2.29","1"
"4","71806613","15","5115","107192171","25673","22.5","4"
"2","71881849","18","2628","103700030","2248","19.98","2"
"16","71933039","4","3706","105010050","8089","15.440000000000001","8"
"3","71976236","15","9609","1053600050","88199","-2","3"
"2","71976236","15","4704","102500020","11749","3.5800000000000001","2"
"2","71976236","15","418","103400030","20231","13.98","2"
"3","71976236","15","1206","108000080","17292","22.18","3"
"1","72251692","15","9753","103651535","0","9.4900000000000002","1"
"2","72251692","15","1112","103699838","5636","6.29","1"
"50","72473953","18","5117","102113020","15704","244.10000000000002","42"
"4","72473953","18","901","102780020","12006","12.449999999999999","3"
"6","72473953","18","1010","103400030","8247","12","2"
"11","72473953","18","502","101600010","86101","20.91","6"
"2","72495512","17","3611","108265787","4687","9.9800000000000004","2"
"5","72587201","15","6409","108600383","15377","47.260000000000005","5"
"3","72587201","15","912","102113020","15704","8.1699999999999999","2"
"1","86246","205","3204","101116616","15266","5.3899999999999997","1"
"22","72600846","15","2905","107313070","2079","80.120000000000005","14"
"1","72600846","15","3108","102460020","11990","2.5899999999999999","1"
"3","86246","205","5121","105150050","16728","10.210000000000001","3"
"1","86246","205","835","101116616","15266","1.5900000000000001","1"
"1","72670685","17","7303","104116747","8705","4.4900000000000002","1"
"3","72870265","18","9115","108700080","2911","69.469999999999999","3"
"1","86246","205","6320","101116616","15266","2.29","1"
"1","72878052","15","7001","1032113030","15704","1.8899999999999999","1"
"23","72906560","15","6320","102113020","10786","89.670000000000016","23"
"10","72906560","15","2002","105100050","27873","30.420000000000002","6"
"2","72906560","15","1010","1060069969","55864","4.5800000000000001","2"
"14","72943196","4","9904","103338333","33170","48.589999999999996","11"
"5","72943196","4","6320","102507323","31024","23.949999999999999","5"
"1","72960368","15","5616","102113020","10786","2.9900000000000002","1"
"3","86246","205","905","101410010","13791","7.4800000000000004","3"
"6","86246","205","5129","101450010","20864","34.719999999999999","5"
"1","73121994","4","6401","1063625161","17409","10.99","1"
"31","73238650","17","2928","105480050","19039","66.709999999999994","26"
"3","73269543","20","501","103000030","58434","10.77","3"
"28","86252","205","8101","1070892676","43344","627.22000000000003","25"
"1","71806613","15","2907","107373171","11786","1.5","1"
"10","71806613","15","5831","104222242","26234","56.32","5"
"2","71806613","15","2108","102113020","15704","3.2599999999999998","2"
"8","71881849","18","922","104500040","8511","22.280000000000001","4"
"2","71933039","4","5307","102113020","15704","3.5","1"
"22","71933039","4","3302","102819020","26252","55.850000000000001","8"
"2","71976236","15","7901","10912898","44672","9.9800000000000004","2"
"2","71976236","15","5307","102113020","15704","4.5800000000000001","2"
"1","71976236","15","3708","1076026373","1537","4.9900000000000002","1"
"1","71976236","15","309","104300040","1292","4.0899999999999999","1"
"2","72251692","15","3307","102113020","15704","25.489999999999998","2"
"1","72353384","4","9904","103338333","33170","1.5","1"
"4","72473953","18","4404","107045979","12587","11.98","2"
"1","72473953","18","7304","1032113030","15704","4.4900000000000002","1"
"1","72473953","18","6409","108981989","1677","4.9900000000000002","1"
"1","72495512","17","201","101600010","1756","1.5","1"
"6","72587201","15","7903","1072527474","13776","23.940000000000001","6"
"3","72587201","15","811","104112949","3635","4.3900000000000006","2"
"27","86246","205","1905","105150050","16728","81.530000000000001","25"
"1","72600846","15","4901","1083418383","385","3.1000000000000001","1"
"1","86246","205","901","1070640979","33170","1.99","1"
"3","72600846","15","4511","1069511969","8839","14.970000000000001","2"
"17","86246","205","908","107626575","35996","51.189999999999998","14"
"44","72670685","17","2509","107989373","12908","129.97000000000003","44"
"1","72670685","17","3410","107956777","10228","2.9900000000000002","1"
"7","72670685","17","1802","101780111","51733","42.43","7"
"3","86246","205","4108","101116616","15266","4.0700000000000003","2"
"7","72906560","15","1827","103700030","6236","21.439999999999998","6"
"5","86246","205","6901","107940070","17521","5.29","3"
"3","86246","205","2804","10930090","12157","7.1699999999999999","2"
"2","72943196","4","3307","102900020","14112","13.98","2"
"11","86246","205","4509","104113040","13626","116.89000000000001","7"
"3","72965766","15","902","102410020","44209","10.890000000000001","3"
"44","86246","205","106","101500010","7142","56.659999999999997","8"
"3","73121994","4","5824","107456272","2682","2.6699999999999999","3"
"1","86246","205","5128","107512878","67014","2.5899999999999999","1"
"5","73238650","17","2002","105100050","27873","14.950000000000001","5"
"2","73325479","95","830","102113020","28503","4.2799999999999994","3"
"24","86252","205","2406","103760030","17027","64.530000000000001","19"
"2","72473953","18","807","102700020","8612","4.9800000000000004","1"
"1","71806613","15","3101","107096979","17090","3.9900000000000002","1"
"1","71806613","15","2925","101740010","11011","4.79","1"
"20","71881849","18","6001","105000050","30272","61.369999999999997","11"
"1","71933039","4","2617","102113020","15704","7.9900000000000002","1"
"2","71933039","4","5614","107455070","14391","8.5899999999999999","2"
"22","71976236","15","6408","108520080","17797","107.68000000000001","17"
"6","71976236","15","5126","102113121","11151","19.960000000000001","3"
"6","71976236","15","902","104157040","2017","18.240000000000002","4"
"1","71976236","15","520","107989373","29344","4.9900000000000002","1"
"2","72251692","15","2925","107482373","26417","28.899999999999999","2"
"13","72353384","4","3601","101200010","13794","17.32","12"
"3","72473953","18","3634","1078616272","7237","3.1600000000000001","2"
"12","72473953","18","2632","103600030","8583","26.690000000000005","6"
"1","72473953","18","418","103400030","45489","3.0099999999999998","1"
"1","72495512","17","1504","104114343","17593","2.8900000000000001","1"
"5","72587201","15","5823","102113020","15704","18.449999999999999","5"
"1","72600846","15","2905","107218070","6718","4.29","1"
"4","72600846","15","5132","102113020","15704","23.960000000000001","3"
"17","86246","205","908","107731777","17055","75.530000000000001","14"
"2","72600846","15","3411","103500030","8919","6.9800000000000004","2"
"2","86246","205","904","1078735979","6734","4.9800000000000004","2"
"45","86246","205","6401","101820010","12358","407.96999999999997","44"
"2","72870265","18","5824","107778272","9260","0.060000000000000497","2"
"14","86246","205","3108","102460020","11990","15.26","14"
"1","72878052","15","2908","104430040","15487","2.4900000000000002","1"
"3","72906560","15","902","104400040","8463","9.5899999999999999","2"
"2","72906560","15","412","101070010","9275","4.8900000000000006","2"
"15","86246","205","5812","1078533171","7796","60.250000000000007","14"
"15","86246","205","2904","101600010","7860","28.359999999999999","8"
"1","72943196","4","9753","1066529060","0","3.9900000000000002","1"
"6","86246","205","2633","104130343","38922","22.34","6"
"37","86246","205","9753","1022025222","0","354.83000000000004","22"
"127","86246","205","3603","104300040","26420","39.560000000000002","16"
"47","73218933","17","6315","102113020","10786","125.64","47"
"9","86246","205","7113","107940070","17521","11.5","8"
"5","86246","205","2111","103120030","12957","22.409999999999997","3"
"1","86246","205","3101","107199878","18517","1","1"
"7","73238650","17","3303","108411484","9596","17.990000000000002","5"
"1","86246","205","3509","103700030","5848","4.29","1"
"3","72473953","18","5552","107756777","2347","8.9700000000000006","1"
"4","72495512","17","3308","102840020","3336","8.4800000000000004","3"
"4","72587201","15","6325","103760030","63690","17.460000000000001","4"
"2","72587201","15","6408","108383787","3099","20.48","2"
"1","72587201","15","826","101760010","10744","1.3899999999999999","1"
"146","86246","205","9753","10000","0","135.40999999999997","60"
"88","86246","205","9909","107127979","6732","283.97000000000003","69"
"1","86246","205","6012","101116616","15266","2.79","1"
"10","72600846","15","805","105100050","2820","15.920000000000002","6"
"37","86246","205","818","103620030","14868","111.17","23"
"10","86246","205","6319","102073525","18893","26.499999999999996","8"
"7","72670685","17","3711","105100050","2820","27.930000000000003","7"
"2","72870265","18","9127","108800484","22455","39.979999999999997","2"
"25","86246","205","4105","102700020","8612","43.680000000000007","14"
"4","86246","205","3108","104130343","38922","2.6599999999999997","3"
"6","72906560","15","1206","108660080","2559","6.6699999999999999","2"
"1","72906560","15","9632","107675070","52936","15","1"
"2","86246","205","7308","103660232","15274","4.1799999999999997","2"
"6","72960368","15","1013","102400020","4704","20.690000000000001","6"
"1","72965766","15","9609","1057778252","88199","-1","1"
"15","86246","205","6305","102500020","16489","68.75","13"
"1","73121994","4","836","105820050","15704","2.1899999999999999","1"
"50","73218933","17","9904","1071575676","5278","146.70000000000002","34"
"2","73238650","17","9753","1021016222","0","4.1399999999999997","2"
"4","86246","205","2609","107980171","1748","5.3599999999999994","4"
"4","73269543","20","3705","102113020","15704","5.6600000000000001","1"
"4","73269543","20","707","102550020","6550","29.699999999999999","4"
"10","86246","205","3631","104113040","17690","17.359999999999999","8"
"12","86252","205","4107","101116616","15266","16.48","9"
"1","71806613","15","3704","104800141","9814","1.99","1"
"2","71881849","18","5557","107457070","26051","6.9900000000000002","1"
"1","71976236","15","3101","102240020","12114","3.3900000000000001","1"
"2","71976236","15","2905","107313070","2079","9.3800000000000008","2"
"2","72013530","17","902","102113020","15704","3.98","1"
"117","86252","205","4107","102400020","4704","144.73999999999998","51"
"8","86252","205","5558","107585676","9798","37.520000000000003","7"
"1","72495512","17","5556","104154848","5603","4.9900000000000002","1"
"1","72600846","15","9609","1052100050","88199","-3","1"
"9","72600846","15","2902","107110676","17253","19.920000000000002","4"
"1","72600846","15","9609","1052000050","88199","-1","1"
"7","71806613","15","814","102113020","15704","29.989999999999998","7"
"1","71806613","15","2906","102548424","12334","1","1"
"2","71881849","18","917","103723232","9970","3.98","2"
"1","71933039","4","7504","104110040","4059","9.4900000000000002","1"
"19","71933039","4","902","104400040","8463","58.930000000000007","13"
"1","71976236","15","7309","103700030","11551","12.69","1"
"3","71976236","15","501","101600010","3331","14.970000000000001","3"
"1","71976236","15","7901","107244070","44013","4.9900000000000002","1"
"3","71976236","15","3504","103500030","13470","10.08","3"
"13","72251692","15","901","104400040","12600","43.450000000000003","4"
"3","72353384","4","501","103800030","17050","7.9900000000000002","3"
"1","72473953","18","7501","104116747","7354","4.7000000000000002","1"
"6","72473953","18","5902","107283070","18390","20.940000000000001","2"
"2","72473953","18","9753","1075166676","0","7.9800000000000004","2"
"6","72495512","17","910","101410010","13791","17.66","6"
"9","72587201","15","4901","101312010","26885","19.440000000000001","9"
"5","72587201","15","5124","107320272","9303","4.4500000000000002","1"
"11","72600846","15","5125","101380010","10271","26.369999999999997","8"
"2","86246","205","913","105960858","35802","3.98","2"
"1","86246","205","3203","104815545","8105","1","1"
"5","86246","205","908","104508444","9076","21.450000000000003","4"
"11","72670685","17","2628","102113020","15704","75.400000000000006","11"
"7","72670685","17","5823","104470040","13310","11.140000000000001","6"
"8","72870265","18","610","1061126969","15041","29.640000000000001","6"
"3","72870265","18","6315","101381515","31296","16.469999999999999","3"
"9","86246","205","5824","101590010","1366","26.410000000000004","6"
"1","72878052","15","3504","103700030","4628","2.5899999999999999","1"
"3","72906560","15","1404","102113020","15704","7.9900000000000002","2"
"2","86246","205","3310","102190020","18501","2.1800000000000002","2"
"9","86246","205","1415","1088439585","10793","17.91","4"
"27","86246","205","3310","1081135383","56685","60.540000000000006","10"
"1","72943196","4","5611","107055171","3322","5.9900000000000002","1"
"8","72965766","15","4220","102113020","15704","12.619999999999999","6"
"10","72965766","15","3611","107114272","915","35.510000000000005","10"
"1","73121994","4","3010","102100020","9886","2.5","1"
"1","73238650","17","5815","102781525","885","3.4900000000000002","1"
"2","73238650","17","1114","102113020","10786","4.9800000000000004","2"
"1","73269543","20","9202","104145747","7487","13.49","1"
"2","71806613","15","3305","102840020","15870","5","2"
"3","71806613","15","902","104400040","19783","2.8500000000000001","3"
"12","71806613","15","4901","102113020","15704","29.950000000000003","10"
"22","71806613","15","9909","102113020","15704","76.019999999999996","11"
"1","71881849","18","7203","1031254737","10554","7.4900000000000002","1"
"2","71933039","4","1841","103700030","17864","14.48","2"
"2","71976236","15","9609","1051611252","88199","-1","1"
"1","71976236","15","1703","104331848","16459","4.4900000000000002","1"
"3","71976236","15","2301","107680878","1393","5.3700000000000001","2"
"1","71976236","15","9904","1066529060","52314","4.9900000000000002","1"
"6","72251692","15","907","107989373","29344","15.540000000000001","2"
"2","72251692","15","1113","104345444","10440","8.4800000000000004","2"
"1","72473953","18","1102","104480040","22728","1.5900000000000001","1"
"6","72473953","18","907","107313070","13291","19.960000000000001","2"
"1","72473953","18","6314","107342070","4529","2.29","1"
"5","72473953","18","2803","102113020","15704","6.1500000000000004","3"
"1","72587201","15","903","102113020","15704","-0.29999999999999999","1"
"1","72587201","15","2702","101780010","14717","6.8899999999999997","1"
"4","72587201","15","9908","1078476070","14766","15.960000000000001","4"
"6","86246","205","2628","103040030","17034","12.470000000000001","3"
"6","86246","205","5552","107756777","2347","32.939999999999998","6"
"2","86246","205","4407","103542737","14964","7.9800000000000004","2"
"32","86246","205","4107","1073639373","7308","54.319999999999993","21"
"19","86246","205","5307","101116616","15266","51.210000000000008","7"
"15","86246","205","6305","104850040","18799","84.450000000000003","14"
"11","86246","205","3302","102700020","57417","46.590000000000003","10"
"4","86246","205","9212","1060933262","32336","4","4"
"4","72878052","15","6901","101204414","13056","16.370000000000001","3"
"4","86246","205","5604","107015777","18691","11.960000000000001","4"
"8","86246","205","4107","102000020","10265","11.359999999999999","6"
"12","86246","205","826","107550070","18204","20.18","12"
"5","72960368","15","5832","107989373","29344","47.950000000000003","5"
"2","86246","205","4511","102370020","18969","16.98","2"
"1","72965766","15","9632","107675070","11649","19.989999999999998","1"
"4","86246","205","2904","101600010","3412","7.1600000000000001","2"
"3","86246","205","3315","104012949","8952","3","3"
"3","73238650","17","5828","102531727","763","17.969999999999999","1"
"12","73238650","17","801","101300010","8164","37.080000000000005","12"
"3","86252","205","908","106806565","35480","14.370000000000001","3"
"48","73442225","15","3618","104900040","23359","86.009999999999991","40"
"8","86252","205","405","1060069969","55864","14.920000000000002","7"
"14","71806613","15","9908","10000","33170","1.3999999999999999","7"
"1","71806613","15","6305","102113020","15704","2.9900000000000002","1"
"5","71881849","18","3305","102840020","5141","18.059999999999999","5"
"1","71881849","18","501","1088491282","14900","3.4900000000000002","1"
"5","71933039","4","501","101862717","9496","18.690000000000001","4"
"2","71976236","15","9753","1075166676","0","6.9800000000000004","2"
"1","71976236","15","421","102113020","15704","1.5","1"
"1","71976236","15","7304","1030069636","2130","10.9","1"
"1","71976236","15","7901","107447070","44365","12.949999999999999","1"
"3","72251692","15","4107","102113020","15704","4.1699999999999999","2"
"1","72353384","4","5704","107047070","20230","4.9900000000000002","1"
"1","72473953","18","9904","1081204989","27736","5","1"
"11","72473953","18","4108","103940030","71386","12.469999999999999","3"
"1","72473953","18","702","102550020","6550","3.4900000000000002","1"
